10001,5442.216666666666
10005,5653.989999999999
10006,5024.493333333333
10007,4648.04
10011,7017.960000000001
10012,6496.075000000001
10016,5941.743333333333
10019,5318.823333333334
10021,7560.64
10022,6875.42
10023,7791.825000000001
10024,5587.456666666666
10029,6517.355
10032,5807.0
10033,10592.95
10034,5903.11
10035,6879.1466666666665
10036,5120.0
10038,5951.25
10039,6457.126666666667
10040,6500.09
10044,5660.555
10045,7043.8
10046,7147.930000000001
10047,5067.535
10049,5221.35
10052,7040.049999999999
10055,5380.383333333333
10056,5502.296666666666
10058,5863.7
10061,6542.63
10062,6812.860000000001
10065,6323.12
10069,6328.5
10073,5732.920000000001
10078,5684.026666666668
10079,6583.53
10083,5520.75
10085,5352.243333333334
10086,4934.615
10089,7262.15
10090,5832.830000000001
10091,5369.58
10092,6125.0199999999995
10097,6368.0
10099,5207.889999999999
10100,6259.93
10101,8490.08
10102,4545.58
10103,7315.789999999999
10104,6827.783333333333
10108,5962.456666666666
10109,8055.41
10112,5139.695
10113,6108.673333333333
10114,7633.215
10118,7569.030000000001
10120,5546.55
10125,4904.255
10126,5087.780000000001
10128,4483.155
10130,5458.27
10131,5412.236666666667
10139,5893.670000000001
10144,6223.43
10148,6091.806666666667
10149,8025.315
10150,5855.62
10157,4843.866666666666
10158,5401.760000000001
10164,6388.895
20001,12105.294999999998
20006,12542.435000000001
20008,15854.436666666666
20012,17741.71
20017,11823.61
20018,14931.885
20024,13975.32
20026,11808.88
30002,11795.0
30006,8192.763333333334
30007,13390.17
30010,8020.639999999999
30011,7146.263333333333
30012,6960.133333333334
30013,7419.143333333333
30014,7113.746666666667
30023,12832.455
30024,12850.27
30033,9977.47
30036,7273.733333333334
30037,10201.64
30038,7183.53
30043,9230.199999999999
30055,8510.285
30061,7311.44
30062,8749.636666666665
30064,12339.755000000001
30065,9932.055
30068,15767.910000000002
30069,7772.155
30071,10450.125
30073,11778.573333333334
30083,7463.07
30084,10179.885
30085,6806.490000000001
30087,6429.93
30088,6625.416666666667
30089,9623.395
30092,7831.3150000000005
30093,6643.606666666667
30094,7798.21
30101,8549.755000000001
30103,10252.295
30110,7433.766666666666
30113,12046.630000000001
30114,6182.893333333333
30115,10035.895
30117,7865.9400000000005
30119,7115.613333333334
30121,10376.33
30122,8269.935
30123,6334.889999999999
30130,11811.0
30137,6783.466666666667
40001,7192.41
40002,6281.826666666667
40004,6170.209999999999
40007,5956.913333333334
40010,6394.57
40014,5906.283333333334
40015,6264.920000000001
40016,10164.936666666666
40017,6936.195
40018,7530.62
40019,7593.673333333335
40020,5949.1466666666665
40022,6492.983333333334
40026,5730.356666666667
40027,5482.88
40029,5653.706666666666
40036,5524.136666666666
40039,5391.556666666666
40041,7065.17
40047,5144.235000000001
40050,5367.55
40051,5997.713333333333
40055,5682.013333333333
40062,7174.219999999999
40067,6718.89
40069,6144.3150000000005
40071,7422.166666666667
40074,5059.95
40076,7027.129999999999
40078,5872.150000000001
40084,5749.633333333334
40085,5021.5
40088,6470.883333333334
40114,6161.046666666666
40118,5363.45
40119,5763.393333333333
40134,5969.275
40137,5381.5599999999995
40153,6882.74
40154,5765.0
50002,12900.605
50006,9552.725
50007,10672.7
50008,10396.955
50009,10112.415
50013,10634.04
50014,9094.896666666666
50017,11135.665
50018,11755.0
50022,9951.096666666668
50024,11549.380000000001
50025,13014.9
50026,9072.883333333333
50028,9002.295
50036,9888.983333333334
50038,18139.245
50039,7578.910000000001
50040,21261.25
50042,10546.305
50043,11118.26
50045,7977.329999999999
50047,15519.445
50054,7982.166666666668
50055,12761.32
50056,11736.765
50057,9107.44
50058,9868.436666666666
50060,11351.886666666667
50063,12141.555
50069,9916.869999999999
50075,13592.6
50077,9766.88
50078,7681.93
50082,9931.33
50084,8437.453333333335
50089,16592.17
50090,12387.38
50093,8235.89
50099,7706.070000000001
50100,10982.136666666665
50101,11412.435000000001
50102,10595.1
